,company,name,color,type,ratings,people_review,offer_price,real_price,offer
393,Longway,Beat 512 with Fast Charge and upto 30 Hours Pla...,Black, In the Ear,4.2,845,₹399,"₹1,130",64% off
394,CIHLEX,CH-125 Latest Headphones Neckband Music Time Bat...,Blue, In the Ear,4.5,6,₹449,"₹1,999",77% off
395,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,"14,276","₹1,299","₹4,999",74% off
396,Ucool,Gusto 80 Hours Playtime Wireless Neckband headpho...,Black  Red, In the Ear,4,"11,962",₹598,"₹2,499",76% off
397,Earboss,M10 Earbuds/ipod/buds 5.1 Earbuds with 280H Pla...,Black, True Wireless,3.5,"11,912",₹599,"₹6,999",91% off
398,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,"1,11,172",₹999,"₹5,499",81% off
399,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,4,"49,704",₹799,"₹4,499",82% off
400,Mivi,DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Mad...,Blue, True Wireless,3.8,"1,09,649",₹899,"₹2,999",70% off
401,Noise,"Buds VS102 Plus with 70 Hrs Playtime, Environment...",Matte Black, In the Ear,4,"29,758","₹1,599","₹3,999",60% off
402,snowbudy,A15 Wireless Earbuds with Support Upto 6-8hrs ...,Black, True Wireless,3.8,394,₹499,"₹2,099",76% off
403,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,"6,182",₹546,"₹1,999",72% off
404,GREEN,BIRD in-Ear Truly Wireless Earbuds with Fast Char...,SKY BLUE, True Wireless,3.5,"4,639",₹474,"₹1,499",68% off
405,boAt,Rockerz 255F Pro with Fast Charging Bluetooth Head...,Navy Blue, In the Ear,4.1,"4,12,222","₹1,099","₹3,499",68% off
406,boAt,"Rockerz 378 with Spatial Bionic Sound by THX, ASAP...",Active Black, In the Ear,4,970,"₹1,499","₹3,490",57% off
407,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.7,"6,379",₹799,"₹2,599",69% off
408,Aroma,"NB119 Extreme 100 Hours, Type C Fast Charging Mag...",Blue, In the Ear,3.9,942,₹783,"₹3,299",76% off
409,Aroma,NB119 Neutron 60 Hours PlayTime With 4 EQ modes F...,Black, In the Ear,3.9,"3,797",₹594,"₹2,999",80% off
410,Aroma,NB120 Jam 24 Hours Playtime Bluetooth Neckband Ea...,Yellow, In the Ear,3.8,989,₹339,"₹1,499",77% off
411,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,"8,896",₹546,"₹1,999",72% off
412,IZWI,"Premium Wireless Magnetic Neckband, Bluetooth in E...",Black, In the Ear,3.9,"1,94,790",₹499,"₹2,490",79% off
413,Mivi,Collar Classic Neckband with Fast Charging Bluetoo...,Orange, In the Ear,3.7,21,₹699,"₹2,499",72% off
414,Dozokil,L21 Earbuds/Air-pod/ buds 5.0 Bluetooth Headset,Black, True Wireless,3.8,"47,151",₹499,"₹1,997",75% off
415,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,5,3,"₹1,099","₹7,999",86% off
416,MR,ROBOT K1 Wireless Bluetoth Single Ear Headset Earbud...,Black, True Wireless,4,"3,487",₹499,₹999,50% off
417,FUR,"JADEN AirJams 13mm HD Dynamic Driver, Thumping Bass...",Black, True Wireless,3.6,26,₹869,"₹3,000",71% off
418,Mayank,"M19 Bluetooth Headset (Black, True Wireless) Blu...",Black, True Wireless,4.2,"14,276",₹575,"₹1,999",71% off
419,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.1,"19,628","₹1,299","₹4,999",74% off
420,DEFY,"GravityZ with upto 50 Hours Playback, 4 Mic ENC, 1...",Black Fury, In the Ear,4.4,389,"₹1,099","₹2,699",59% off
421,truke,"Buds A1 with 30dB ANC, Quad Mic ENC, 48H Playtime...",Black, True Wireless,4,98,"₹1,299","₹3,999",67% off
422,ZTNY,2023 New Design In-Ear Waterproof Wireless Earphon...,Green, In the Ear,4.1,"2,992",₹499,"₹1,399",64% off
423,Mivi,"DuoPods K7 Metallic Finish,AI ENC,50H Playtime,Low...",Galaxy Black, In the Ear,4,6,"₹1,299","₹4,999",74% off
424,CARRON,CH-125 Dilbar - 48 Hour Playtime Bluetooth Headp...,Blue, In the Ear,3.8,4,₹449,"₹1,999",77% off
425,ZTNY,Wireless Bluetooth Headphones Flexible Neckband wi...,Black, In the Ear,4.1,"3,27,645",₹449,"₹4,999",91% off
426,Lichen,B11 Neckband Truly Wireless Bluetooth 5.0 Headph...,Red Black, In the Ear,3.8,"1,567",₹281,"₹1,599",82% off
427,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4.1,"5,729","₹1,099","₹2,490",55% off
428,KRAZZY,INDIA b11 red Bluetooth Headset,Red, In the Ear,4.2,"42,691",₹279,₹999,72% off
429,Syska,"PACE HE3500 with ENC, Fast Charging, Low Latency ...",Marine Green, In the Ear,3.8,"47,151",₹799,"₹2,999",73% off
430,CIHYARD,CH-125 Dilbar - 30 Hours Playtime Bluetooth Nec...,Black, In the Ear,3.9,50,₹449,"₹1,999",77% off
431,Aroma,NB119 Star - 50 Hours Playtime Bluetooth Neckband...,Black, In the Ear,4,"5,800",₹564,"₹2,999",81% off
432,Aroma,NB120 Last 36 Hours Playtime Bluetooth Neckband E...,Red, In the Ear,3.8,598,₹346,"₹1,499",76% off
433,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,"14,276","₹1,299","₹4,999",74% off
434,snowbudy,Gaming pro Earbuds Upto 32 Hrs Playtime With 2...,Black BOX BATTERY BACKUP 48 HR, True Wireless,4,"58,452",₹599,"₹2,670",77% off
435,truke,"Buds S1 with Quad Mic ENC, 72 Hours Playtime, 10m...",Black, True Wireless,3.4,417,"₹1,299","₹3,999",67% off
436,TRUETAG,M19 TWS Bluetooth 5.1 Wireless Earbuds With 220...,Black, In the Ear,4,"49,704",₹789,"₹4,999",84% off
437,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,3.7,324,₹799,"₹4,499",82% off
438,flying,india New Edition TWS M19 Gaming Earbuds Bluetoo...,Black, True Wireless,4.1,"19,628",₹586,"₹2,199",73% off
439,DEFY,"GravityZ with upto 50 Hours Playback, 4 Mic ENC, 1...",Blue Impulse, In the Ear,3.6,54,"₹1,099","₹2,699",59% off
440,Alfanso,"BEATBOX TWS EARBUDS, Bass+ 20 H Playtime & Fast...",Black, True Wireless,4.1,"1,11,172",₹499,"₹1,299",61% off
441,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,3.6,79,₹999,"₹5,499",81% off
442,JOKIN,single ear Bluetooth hedset Bluetooth Headset,White, In the Ear,3.8,108,₹299,"₹1,299",76% off
443,CARRON,CH-106 Tiger - 48 Hour Playtime Bluetooth Headph...,Grey  Green, In the Ear,3.9,"4,699",₹569,"₹1,999",71% off
444,TECHFIRE,Fire 200 PRO Neckband hi-bass Wireless Bluetoo...,Blue, In the Ear,4.2,"14,276",₹449,"₹3,850",88% off
445,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,3.5,706,"₹1,299","₹4,999",74% off
446,CARRON,CH-125 Dilbar - 48 Hour Playtime Bluetooth Headp...,Red, In the Ear,4.5,22,₹449,"₹1,999",77% off
447,U&i,Melody 48Hrs Battery Backup Bluetooth Neckband with...,Yellow, In the Ear,3.8,"3,276",₹399,"₹2,199",81% off
448,HOPPUP,"ALPHA Neckband with 50H Playtime, Gaming Mode, E...",Black, In the Ear,3.8,"47,151",₹499,"₹1,499",66% off
449,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,4.1,245,"₹1,099","₹7,999",86% off
450,LEAF,Move X142 Bluetooth Headset,Carbon Black, In the Ear,3.9,"3,975",₹899,"₹1,999",55% off
451,U&i,Burn Series Single Ear Business Headset Bluetooth H...,Black, In the Ear,3.8,27,₹449,"₹1,699",73% off
452,Earboss,"Z11 Earbuds with Gaming Pods, 200H Playtime, Qu...",Black, True Wireless,3.8,"47,151",₹799,"₹4,999",84% off
453,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,4.3,"1,367","₹1,099","₹7,999",86% off
454,truke,"Buds Vibe with 35dB ANC, 4Mic ENC, 13mm Speaker, ...",Black, True Wireless,3.8,"15,087","₹1,499","₹3,499",57% off
455,boAt,"Airdopes 100 with 50 Hours Playback, Quad Mics ENx...",Sapphire Blue, In the Ear,3.7,885,"₹1,399","₹4,490",68% off
456,blue,seed M19 Bluetooth 5.1 Wireless Earbuds Touch Wate...,Black, True Wireless,4,"7,225",₹579,"₹1,599",63% off
457,Boult,"Audio Maverick with Quad Mic ENC, 45ms Low Latenc...",Black, True Wireless,4,634,"₹1,299","₹4,499",71% off
458,DigiClues,"Gaming Pro P30 with ENC HD+ Calling, Deep Bas...",Black, True Wireless,4,257,₹987,"₹7,999",87% off
459,KDM,A-2 sport 59 hour Bluetooth Headset,Black, In the Ear,4.1,"4,196",₹862,"₹1,900",54% off
460,Ubon,"Club Series CL-80 With In-Built MIic,Upto 45Hour P...",Green, In the Ear,4,"28,901",₹899,"₹2,999",70% off
461,Boult,"Audio X50 with 40Hr Battery, Quad Mic ENC, 45ms U...",White, True Wireless,3.9,"3,797","₹1,199","₹4,999",76% off
462,Aroma,NB119 Neutron 60 Hours PlayTime With 4 EQ modes F...,Orange, In the Ear,3.8,"10,586",₹594,"₹2,999",80% off
463,Ucool,Soul 100 Hours Playtime Wireless Neckband Earphon...,Blue, In the Ear,3.7,"7,649",₹649,"₹2,499",74% off
464,realme,Buds Wireless Pro with Active Noise Cancellation...,Yellow, In the Ear,4,"4,05,147","₹2,999","₹5,999",50% off
465,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Blue  Black  Grey, In the Ear,3.8,21,₹699,"₹3,499",80% off
466,SUCHETA,20 Hours Playtime Neckband Bluetooth Headset,Black, In the Ear,3.9,"2,432",₹449,"₹1,999",77% off
467,Ucool,Sport 50 Hours Backup Wireless Neckband Bluetooth...,Blue, In the Ear,4.1,94,₹759,"₹7,999",90% off
468,UPOZA,"BTH F9 Pro Earbuds with ENC HD+ Calling, Deep Bas...",Black, True Wireless,4.1,"2,992","₹1,299","₹4,999",74% off
469,ZEBRONICS,Zeb Yoga 90 Plus Bluetooth Headset,Red  Black, In the Ear,4,447,₹799,"₹2,299",65% off
470,Syska,"PACE HE3500 with ENC, Fast Charging, Low Latency ...",Marine Green, In the Ear,4.1,"5,729",₹799,"₹2,999",73% off
471,Mivi,DuoPods M30 earbuds with 42 hours of playtime | Ma...,Beige, True Wireless,3.7,"74,252",₹799,"₹2,999",73% off
472,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,3.7,"3,128",₹499,"₹1,499",66% off
473,Aroma,NB140 Dhamaal 24 Hours* Playtime | Deep Bass | Ma...,Baby Pink, True Wireless,3.6,871,₹559,"₹1,999",72% off
474,flying,india New Edition TWS M19 Gaming Earbuds Bluetoo...,Black, True Wireless,3.7,324,₹586,"₹2,199",73% off
475,Ggkart,K1 BLACK Bluetooth Headset Bluetooth Headset,Black, In the Ear,3.6,374,₹250,"₹1,199",79% off
476,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,"6,182",₹546,"₹1,999",72% off
477,blue,seed M19 Bluetooth 5.1 Wireless Earbuds Touch Wate...,Black, True Wireless,3.7,885,₹579,"₹1,599",63% off
478,FUR,"JADEN AirJams 13mm HD Dynamic Driver, Thumping Bass...",Black, True Wireless,4,"3,487",₹869,"₹3,000",71% off
479,TECHFIRE,Fire 200 PRO Neckband hi-bass Wireless Bluetoo...,Blue, In the Ear,3.9,"4,699",₹449,"₹3,850",88% off
480,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4,"20,048",₹699,"₹1,999",65% off
481,Wings,Phantom 205 Neck band with touch controls Bluetoo...,Grey, In the Ear,4,"3,399",₹899,"₹2,999",70% off
482,CARRON,CH-125 Dilbar - 48 Hour Playtime Bluetooth Headp...,Blue, In the Ear,4,6,₹449,"₹1,999",77% off
483,LEAF,Move X142 Bluetooth Headset,Carbon Black, In the Ear,4.1,245,₹899,"₹1,999",55% off
484,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,"1,11,172",₹999,"₹5,499",81% off
485,MR,ROBOT Premium B11 Neckband Bluetooth Headset Earphon...,Blue, In the Ear,3.2,178,₹429,"₹2,199",80% off
486,Ucool,Soul 100 Hours Playtime Wireless Neckband Earphon...,Blue, In the Ear,3.8,"10,586",₹649,"₹2,499",74% off
487,Ucool,Beast 100 Hours Playtime Bluetooth Wireless Neckb...,Black, In the Ear,3.8,"1,801",₹649,"₹2,999",78% off
488,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,"8,896",₹546,"₹1,999",72% off
489,Alfanso,"BEATBOX TWS EARBUDS, Bass+ 20 H Playtime & Fast...",Black, True Wireless,3.6,54,₹499,"₹1,299",61% off
490,truke,"Buds A1 with 30dB ANC, Quad Mic ENC, 48H Playtime...",Black, True Wireless,4.4,389,"₹1,299","₹3,999",67% off
491,Highnotes,M19 Earbuds/TWS/buds 5.1 Earbuds with 280H Pl...,Black, True Wireless,3.6,"1,319",₹668,"₹7,999",91% off
492,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,3.7,"1,47,072",₹899,"₹5,999",85% off
493,GREEN,BIRD in-Ear Truly Wireless Earbuds with Fast Char...,Blue, True Wireless,3.5,"4,639",₹480,"₹1,499",67% off
494,PTron,"Basspods Encore TWS Earbuds, 50H Playtime, Quad M...",Blue, In the Ear,4.1,"2,128","₹1,199","₹3,499",65% off
495,ORAIMO,"Airbuds 3 Earbuds with ENC, up to 20 hours Playb...",Blue, True Wireless,4,"7,050",₹899,"₹2,500",64% off
496,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,"14,276","₹1,299","₹4,999",74% off
497,flying,india Exclusive Gaming Earbuds M28 Upto 48 Hours...,Black, True Wireless,3.8,50,₹693,"₹2,199",68% off
498,ZTNY,2023 New Design In-Ear Waterproof Wireless Earphon...,Black, In the Ear,3.7,606,₹549,"₹3,490",84% off
499,Aroma,"NB128 Adventure 50 Hours Playtime Fast Charging, ...",Navy Blue, In the Ear,4,"20,048",₹418,"₹2,999",86% off
500,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,4.1,"4,196",₹699,"₹1,999",65% off
501,Ubon,"Club Series CL-80 With In-Built MIic,Upto 45Hour P...",Green, In the Ear,4,23,₹899,"₹2,999",70% off
502,CIHROX,"Bluetooth Neckband 12Hrs Playback, 10mm Drivers,...",Black, In the Ear,3.9,50,₹499,"₹1,899",73% off
503,CIHYARD,CH-125 Dilbar - 30 Hours Playtime Bluetooth Nec...,Black, In the Ear,3.9,"72,798",₹449,"₹1,999",77% off
504,HOPPUP,GRAND With Power Bank Function & Upto 75 Hours P...,Black, True Wireless,3.4,63,₹599,"₹2,999",80% off
505,TEQIR,Bluetooth Neckband Bluetooth Headset Immersive Au...,Black, In the Ear,3.8,"70,531",₹569,₹799,28% off
506,TEG,BEAST 5.2 Bluetooth Sports Bluetooth Headset,White, True Wireless,4.1,"3,27,645",₹499,"₹2,999",83% off
507,Wings,"Phantom 110 Neckband, LED , 20 hrs Playtime, 50ms...",Black, In the Ear,4.1,"1,804",₹899,"₹1,999",55% off
508,flying,india New Edition TWS M19 Gaming Earbuds Bluetoo...,Black, True Wireless,3.7,324,₹586,"₹2,199",73% off
509,U&i,Burn Series Single Ear Business Headset Bluetooth H...,Black, In the Ear,3.9,"3,975",₹449,"₹1,699",73% off
510,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,3.7,"3,128",₹499,"₹1,499",66% off
511,MEDIAL,"SENSO V 1.0 TWS EARBUDS, Bass+ 20 H Playtime & F...",Black, True Wireless,3.1,51,₹499,"₹1,299",61% off
512,HOPPUP,GRAND With Power Bank Function & Upto 75 Hours P...,Green, True Wireless,3.9,"72,798",₹599,"₹2,999",80% off
513,Syska,SonicBuds X2 Bluetooth Headset,Elegant Black, True Wireless,4,566,₹899,"₹2,999",70% off
514,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,"6,182",₹546,"₹1,999",72% off
515,Wings,"Phantom Pro earbuds with Low latency Game mode, 4...",White, True Wireless,4,"33,193","₹1,299","₹5,499",76% off
516,Ucool,Beast 100 Hours Playtime Bluetooth Wireless Neckb...,Navy Blue, In the Ear,3.8,"1,801",₹649,"₹2,999",78% off
517,boAt,Rockerz 255 Arc with ENx Technology and upto 30 Ho...,Fern Green, In the Ear,4.1,"8,135","₹1,299","₹2,990",56% off
518,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4,"20,048",₹699,"₹1,999",65% off
519,Nexbird,B11 Neckband Truly Wireless Bluetooth 5.0 Headp...,Red, In the Ear,3.9,805,₹285,"₹1,899",84% off
520,Portronics,Harmonics 250 Fast Charging with 60Hrs Playt...,Black, In the Ear,4,257,₹899,"₹2,999",70% off
521,KDM,A-2 sport 59 hour Bluetooth Headset,Black, In the Ear,4.1,"1,11,172",₹862,"₹1,900",54% off
522,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,3.3,42,₹999,"₹5,499",81% off
523,Casa,Tech Long Hrs Playtime with Quick Charge in Ear Bl...,Red, In the Ear,4,"2,057",₹499,"₹1,000",50% off
524,Cellecor,NK3 Wireless Waterproof Neckband with 25 Hrs p...,Dark Black, In the Ear,4.2,"1,135",₹696,"₹2,999",76% off
525,DEFY,GravityU with 35 Hours Playback and Beast Mode Blu...,Stellar Black, In the Ear,3.7,"8,896",₹899,"₹1,999",55% off
526,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,4.2,"45,985",₹546,"₹1,999",72% off
527,realme,Buds Air 3 with Fast Charge & Active Noise Cance...,Galaxy White, True Wireless,4,"6,818","₹3,799","₹5,999",36% off
528,Tunifi,TN01 TWS Earbuds Upto 48Hrs. Playback with Power...,Black, True Wireless,3.7,"1,47,072",₹499,"₹7,999",93% off
529,Noise,"Beads with 18hrs of playtime, HyperSync, IPX5 and...",Pearl White, True Wireless,3.8,"70,531","₹1,199","₹3,499",65% off
530,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,3.7,"1,47,072",₹899,"₹5,999",85% off
531,Mivi,DuoPods F60 ENC with 50+ Hrs Playtime| Made in Ind...,White, True Wireless,4,3,₹999,"₹2,999",66% off
532,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",Blue, True Wireless,4.2,"14,276",₹899,"₹5,999",85% off
533,Varni,CAP10 Flexible with Upto 16Hours Playtime Bluetoo...,Black, In the Ear,3.7,"1,227",₹599,"₹1,999",70% off
534,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4,"11,051","₹1,299","₹4,999",74% off
535,CARRON,CH-271 Pull-Fire - 48 Hour Playtime Bluetooth He...,Blue, In the Ear,4,"20,048",₹499,"₹1,999",75% off
536,FPX,Jazz 35 Hours Playtime with Deep Bass Neckband Head...,Red, In the Ear,3.6,21,₹399,"₹2,499",84% off
537,Aroma,NB119 Champion - 50 Hours Playtime Fast Charging ...,Green, In the Ear,3.2,10,₹569,"₹2,999",81% off
538,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,3.7,3,₹699,"₹1,999",65% off
539,Makzee,"MAGIC2626 WATERPROOF, TurboBass, D-Pairing, Ligh...",GOLD-BLACK, In the Ear,4.2,"1,24,994",₹351,₹999,64% off
540,Syska,PACE X1 Bluetooth Headset,Royal Blue, In the Ear,3.8,"1,09,649",₹699,"₹2,299",69% off
541,D1Y3,IN 75 HOURS BETETRY BACKUP HIGH BASS STORNG LONG B...,Multicolor, In the Ear,3.6,26,"₹1,529","₹5,999",74% off
542,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Ash Grey, In the Ear,3.4,68,₹899,"₹2,490",63% off
543,Mivi,DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Mad...,Mint Green, True Wireless,3.9,"72,798",₹899,"₹2,999",70% off
544,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Midnight Blue, True Wireless,4,"13,45,614",₹999,"₹2,990",66% off
545,boAt,"Airdopes Atom 83 with 50Hrs Playback, Quad Mics EN...",Ivory White, True Wireless,4,"10,668","₹1,499","₹4,490",66% off
546,ZWOLLEX,High Bass Neck Band with Mic and Noise Cancella...,Black, True Wireless,3.7,"6,379",₹440,"₹1,499",70% off
547,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,4,6,₹799,"₹2,599",69% off
548,LUTENET,Original i12 true wireless headset earbuds with...,Black, In the Ear,3.9,"18,685",₹339,₹999,66% off
549,boAt,Airdopes 411ANC with upto 17.5 Hours Playback and ...,Black Storm, True Wireless,4,"10,315","₹1,699","₹4,990",65% off
550,Wings,"Phantom 550 Earbuds with Low latency Game mode, 4...",Black, True Wireless,4.2,"14,276","₹1,299","₹2,999",56% off
551,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.1,532,"₹1,299","₹4,999",74% off
552,Mytrack,"Neckband Low latency , Microphone incoming call...",Teal Green, In the Ear,4,"5,821",₹449,"₹2,995",85% off
553,Aroma,NB119_Boom - 72 Hours Playtime Bluetooth Headset,Black, In the Ear,4,23,₹594,"₹2,999",80% off
554,CIHROX,"Bluetooth Neckband 12Hrs Playback, 10mm Drivers,...",Black, In the Ear,4,"49,704",₹499,"₹1,899",73% off
555,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,3.8,"1,801",₹799,"₹4,499",82% off
556,Ucool,Beast 100 Hours Playtime Bluetooth Wireless Neckb...,Black, In the Ear,3.9,"10,565",₹649,"₹2,999",78% off
557,Ubon,CL-122 Neckband Bluetooth Headset,Pink, In the Ear,3.7,3,₹599,"₹1,999",70% off
558,D1Y3,IN 75 HOURS BETETRY BACKUP HIGH BASS STORNG LONG B...,Multicolor, In the Ear,4.1,"1,11,172","₹1,529","₹5,999",74% off
559,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.5,22,₹999,"₹5,499",81% off
560,U&i,Melody 48Hrs Battery Backup Bluetooth Neckband with...,Red, In the Ear,4.3,4,₹399,"₹2,199",81% off
561,HUTUVI,i7s Bluetooth Headphone Twins Wireless Buds (set...,White, In the Ear,3.5,"1,819",₹399,"₹1,999",80% off
562,TECHFIRE,i7s Tws Mini Earphone Bluetooth Headset,White, True Wireless,3.6,"6,182",₹399,"₹1,999",80% off
563,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,4,"51,798",₹546,"₹1,999",72% off
564,Wings,Phantom Wireless Earbuds with 50ms Low Latency Ga...,White, True Wireless,3.8,"1,442","₹1,199","₹4,999",76% off
565,GREE,"MATT B11 Bluetooth Headset (Red, In the Ear) Bluet...",Red, In the Ear,4.1,"19,628",₹391,₹699,44% off
566,DEFY,"GravityZ with upto 50 Hours Playback, 4 Mic ENC, 1...",White Purity, In the Ear,3.8,"47,151","₹1,099","₹2,699",59% off
567,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,4,"43,163","₹1,099","₹7,999",86% off
568,Mivi,"DuoPods F70 ENC with Quad Mic, 50+ Hrs Playtime| M...",Black, True Wireless,4.2,"2,022","₹1,099","₹2,999",63% off
569,ORAIMO,"Necklace 4 Fast Charge, 50hr PlayTime, Super Bas...",Black, In the Ear,4.2,"14,276","₹1,299","₹3,499",62% off
570,Zusix,Elite 90 with 18 Hours Music Time In-Ear Wireless...,Light Blue, In the Ear,3.7,3,₹643,"₹1,599",59% off
571,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,3.7,"1,227","₹1,299","₹4,999",74% off
572,Nexbird,B11 Neckband Truly Wireless Bluetooth 5.0 Headp...,Black, In the Ear,4.1,511,₹293,"₹1,899",84% off
573,FPX,Jazz 35 Hours Playtime with Deep Bass Neckband Head...,Red, In the Ear,3.7,"8,896",₹399,"₹2,499",84% off
574,Portronics,Harmonics Z2 - 30 Hours Playtime Wireless Ne...,Blue, In the Ear,3.9,485,₹649,"₹1,999",67% off
575,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.9,"16,582",₹546,"₹1,999",72% off
576,ROKAVO,Silver neckband wireless headphone headset earph...,Silver  Black  Blue  Multicolor, In the Ear,3.8,"6,259",₹745,"₹2,199",66% off
577,Ucool,Prime 60 Hours Playtime Bluetooth Wireless Neckba...,Blue, In the Ear,4.1,"2,992",₹449,"₹1,999",77% off
578,truke,"Air Buds with Quad Mic ENC & 20 EQ modes, 10mm Dr...",Black, True Wireless,4.1,13,₹999,"₹3,299",69% off
579,Mivi,"DuoPods K7 Metallic Finish,AI ENC,50H Playtime,Low...",Galaxy Black, In the Ear,3.3,490,"₹1,299","₹4,999",74% off
580,Rudra,Tech M10 TWS Bluetooth Earbuds Wireless Earbuds B...,Black, In the Ear,3.6,"1,023",₹494,"₹2,699",81% off
581,NP,SERIES TWS-I12 Twins Bluetooth Wireless Headset with...,White, True Wireless,3.8,"47,151",₹496,"₹2,499",80% off
582,Mivi,"DuoPods K7 Metallic Finish,AI ENC,50H Playtime,Low...",Coral, In the Ear,4.1,"2,992","₹1,299","₹4,999",74% off
583,Wings,"Phantom 550 Earbuds with Low latency Game mode, 4...",White, True Wireless,4,"10,315","₹1,299","₹2,999",56% off
584,Raman,Sales M19 / M90 / M10 / Bluetooth 5.0 Wireless Ea...,Black, In the Ear,4,24,₹599,"₹2,299",73% off
585,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,"6,182",₹546,"₹1,999",72% off
586,Mivi,"DuoPods K1 compact earbuds,AI-ENC,TWS with 42H Pla...",Brisk Blue, In the Ear,4.1,710,₹999,"₹4,999",80% off
587,JAIBALLY,i12 TWS Wireless Bluetooth Earbuds Long Lastin...,White, True Wireless,2.7,3,₹379,"₹1,299",70% off
588,UPOZA,B235 Upto 25 Hours Playbak with ASAP Charge Bluet...,Black, In the Ear,4.6,17,₹499,"₹3,999",87% off
589,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4,"20,048",₹699,"₹1,999",65% off
590,IZWI,Behind The Neck Bluetooth Neckband with V5.2 Flexi...,Black, In the Ear,4,"60,812",₹499,"₹2,490",79% off
591,REDMI,SonicBass Wireless Bluetooth Neckband in-Ear Earp...,Red, In the Ear,3.8,"24,353","₹1,299","₹1,599",18% off
592,Mivi,Collar 2A with Fast Charging Bluetooth Headset,Grey, In the Ear,4.1,"1,11,172",₹899,"₹2,999",70% off
