,name,price,rating,wifi,GPS,NFC,voice_calling,Bluetooth,Bluetooth_calling,display_size_inches,Touch,ram_gb,memory_inbuilt,water_resistance,dust_proof,scratch_resistance,heart_rate_monitor,Blood_Pressure_monitor,calorie_count,sleep_monitor,step_count,Pedometer,Blood_oxygen,Altimeter,alarm_clock,stopwatch,reminder,timer,battery
770,boAt Wave Prime 47 Smartwatch,999,4.3,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,
771,Samsung Galaxy Watch 6 LTE 40mm,33999,4.45,True,True,True,True,Bluetooth 5.3,False,1.3,True,2.0,16.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,
772,Fossil Gen 6 Wellness Edition Smartwatch,9598,4.6,True,True,True,False,Bluetooth 5.0,True,1.28,True,1.0,8.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
773,Honor Children Smartwatch,3680,4.35,False,False,False,True,,False,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
774,Hungama HiLife G1 Smartwatch,694,4.15,False,False,False,False,Bluetooth,True,1.75,True,,,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,
775,Noise ColorFit Victor Smartwatch,1299,4.2,False,False,False,False,Bluetooth 5.3,True,1.85,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
776,Hammer Pulse Ace Smartwatch,1099,4.15,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
777,Fire Boltt Ninja Pro Max Plus Smartwatch,1099,4.5,False,False,False,False,Bluetooth 5.0,True,1.83,True,,,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,
778,boAt Wave Ultima Smartwatch,1299,4.25,False,False,False,False,Bluetooth 5.3,True,1.81,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,10days Battery
779,Noise ColorFit Icon 2 Vista Smartwatch,1499,4.6,False,False,False,False,Bluetooth 5.1,True,1.78,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
780,Ambrane Wise Eon Pro Smartwatch,1299,4.55,False,False,False,False,Bluetooth 5.0,True,1.85,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,10days Battery
781,Corseca Spaccex Smartwatch,2499,4.2,False,False,False,False,Bluetooth 5.0,True,,True,,,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,
782,Titan Talk Smartwatch,5994,4.6,False,False,False,False,Bluetooth,True,1.3,True,,,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,
783,Crossbeats Ignite S3 Max Smartwatch,1799,4.6,False,False,False,False,Bluetooth 5.1,True,1.85,True,,,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,
784,Sens Edyson 2 Smartwatch,1698,4.6,False,False,False,False,Bluetooth,True,1.32,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,3days Battery
785,Fastrack Reflex Hello Smartwatch,1594,4.7,False,False,False,False,Bluetooth 5.1,True,1.69,True,,,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,5days Battery
786,Crossbeats Ignite Grit Smartwatch,2299,4.75,False,False,False,False,Bluetooth 5.1,True,1.72,True,,,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,15days Battery
787,Crossbeats Orbit Prizm Smartwatch,2299,4.0,False,False,False,False,Bluetooth 5.1,True,1.3,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
788,Crossbeats Ignite Crux Smartwatch,1299,4.45,False,False,False,False,Bluetooth,True,1.7,True,,,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,10days Battery
789,Fire Boltt Ninja Call 2 Plus Smartwatch,794,4.1,False,False,False,False,Bluetooth 5.0,True,1.83,True,,,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,
790,Noise ColorFit Loop Smartwatch,1099,4.45,False,False,False,False,Bluetooth 5.3,True,1.85,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
791,Mibro T1 Smartwatch,4499,4.2,False,True,False,False,Bluetooth 5.0,True,1.6,True,,,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,7days Battery
792,Gioradano GT02 Smartwatch,4260,4.65,False,False,False,False,Bluetooth 4.0,False,1.65,True,0.0625,,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,
793,Turet Kids Goldfish Smartwatch,4499,4.45,False,True,False,True,,False,1.3,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.25days Battery
794,Fossil Gen 6 FTW6078 Smartwatch,24995,4.5,True,True,False,False,Bluetooth 5.0,False,1.28,False,1.0,8.0,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,
795,AXL Ranger Smartwatch,1699,4.4,False,False,False,False,Bluetooth,True,1.8,True,,,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,
796,Fire Boltt Ninja Call Pro Plus Smartwatch,1199,4.6,False,False,False,False,Bluetooth 5.0,True,1.83,True,,,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,
797,Portronics Kronos Gamma Smartwatch,2699,4.5,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,3days Battery
798,Zebronics Zeb-FIT 580CH Smartwatch,1699,4.35,False,False,False,False,Bluetooth 5.1,True,1.85,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,
799,TAGG Verve Max II Smartwatch,999,4.1,False,False,False,False,Bluetooth 5.1,True,1.83,True,,,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,
800,TAGG Verve Engage Lite Smartwatch,1099,4.1,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
801,Apple Watch SE 2nd Generation 44mm GPS,27199,4.45,True,True,False,False,Bluetooth 5.0,True,1.78,True,1.0,32.0,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,
802,Fastrack Reflex Play Plus Smartwatch,6099,4.5,False,False,False,False,Bluetooth 5.0,True,1.3,True,,,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,
803,Apple Watch SE 2nd Generation 40mm (GPS + Cellular),31299,4.15,False,True,False,True,Bluetooth 5.1,False,1.57,True,,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,
804,Apple Watch SE 2nd Gen 44mm (GPS + Cellular),33599,4.45,False,True,True,False,Bluetooth 5.0,False,1.78,True,1.0,32.0,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,
805,Apple Watch Series 8 Stainless Steel 45 mm (GPS + Cellular),54999,4.6,True,True,False,False,Bluetooth 5.0,True,1.77,True,,32.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
806,Apple Watch Series 8 Stainless Steel 41 mm (GPS + Cellular),71999,4.65,True,True,False,False,Bluetooth 5.0,True,1.77,True,,32.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
807,Apple Watch Series 8 45mm (GPS),44999,4.35,True,True,False,False,Bluetooth 5.0,True,1.77,True,,32.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
808,TAGG Verve Neo Buzz Smartwatch,1999,4.2,False,False,False,True,,False,1.69,True,,,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,5days Battery
809,French Connection E17 Smartwatch,3325,4.4,False,True,False,True,Bluetooth 5.0,True,1.69,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,5days Battery
810,Apple Watch Pro,45990,4.45,False,True,True,True,Bluetooth 5.2,False,2.0,True,,32.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,
811,Amazfit GTR 4 Smartwatch,15699,4.4,True,True,True,False,Bluetooth 5.0,True,1.43,True,,,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,
812,Gionee StylFit GSW10 Pro Smartwatch,2999,4.35,False,False,False,False,Bluetooth,False,1.7,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,7days Battery
813,Dizo Watch R Talk,1999,4.55,False,False,False,False,Bluetooth 5.2,True,1.3,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
814,Fitshot Crystal Smartwatch,1999,4.75,False,False,False,False,Bluetooth 5.2,True,1.8,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
815,Fitshot Flair Smartwatch,1999,4.1,False,False,False,False,Bluetooth,True,1.43,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
816,Alt Hype Smartwatch,999,4.25,False,False,False,False,Bluetooth,True,1.83,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
817,Alt OG Smartwatch,999,4.45,False,False,False,False,Bluetooth,False,1.69,True,,,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
818,TAGG Verve Max Buzz Smartwatch,2999,4.45,False,False,False,False,Bluetooth 5.0,True,1.81,True,,,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,
819,boAt Wave Beat Smartwatch,999,4.1,False,False,False,False,Bluetooth 5.0,False,1.65,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,10days Battery
820,Pebble Cosmos Ultra Smartwatch,1499,4.75,False,False,False,False,Bluetooth 5.1,False,1.91,True,,,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,7days Battery
821,boAt Watch Storm Pro Call Smartwatch,1699,4.3,False,False,False,False,Bluetooth 5.0,True,1.78,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
822,Fire Boltt Ninja Call Pro Smartwatch,1299,4.6,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
823,Noise ColorFit Pro 5 Smartwatch,3300,4.4,False,False,False,False,Bluetooth 5.3,True,1.85,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
824,Inbase Urban Pro 2 Smartwatch,694,4.0,False,False,False,False,Bluetooth 5.0,True,1.7,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
825,boAt Watch Wave Style Smartwatch,999,4.2,False,False,False,False,Bluetooth 5.1,False,1.69,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
826,Sekyo ZS1 Smart Watch,1999,4.55,False,True,False,True,Bluetooth,False,1.44,True,,,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3days Battery
827,Xiaomi Watch S1 Pro,12999,4.2,False,True,True,False,Bluetooth 5.0,True,1.47,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,15days Battery
828,Fitshot Connect Smartwatch,1499,4.2,False,False,False,False,Bluetooth 5.1,True,1.85,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,7days Battery
829,Samsung Galaxy Watch 5 LTE 40mm,32999,4.7,False,True,True,True,Bluetooth 5.2,False,1.2,True,1.5,16.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,
830,Fire Boltt Epic Smartwatch,1099,4.25,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
831,OnePlus Nord 45mm Smartwatch,10999,4.5,False,True,False,False,Bluetooth 5.2,True,1.7,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
832,pTron Pulsefit F21 Plus Smartwatch,1999,4.25,False,False,False,False,Bluetooth 5.0,False,1.7,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,11days Battery
833,Samsung Galaxy Watch 5 LTE 44mm,34990,4.15,False,True,True,True,Bluetooth 5.2,False,1.4,True,1.5,16.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
834,boAt Watch Wave Select Smartwatch,999,4.5,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,10days Battery
835,Crossbeats Ignite Spectra Plus Smartwatch,3499,4.55,False,True,False,False,Bluetooth 5.2,True,1.78,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
836,Noise ColorFit Caliber 2 Buzz Smartwatch,1299,4.75,False,False,False,False,Bluetooth 5.3,True,1.8,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
837,Fossil  FTW6080I Smartwatch,11997,4.35,True,True,False,False,Bluetooth 5.0,True,1.28,True,1.0,,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,
838,iAir W7 Smartwatch,1299,4.65,False,False,False,False,Bluetooth 5.0,True,1.75,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,0.125days Battery
839,Tagg Verve Lite Smartwatch,1753,4.25,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,10days Battery
840,Noise ColorFit Vision Buzz Smartwatch,994,4.25,False,False,False,False,Bluetooth 5.1,True,1.75,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
841,Noise NoiseFit Core 2 Smartwatch,1099,4.25,False,False,False,False,Bluetooth 5.0,False,1.28,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,7days Battery
842,Zebronics Iconic Smartwatch,2400,4.45,False,False,False,False,Bluetooth 5.0,True,1.8,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,7days Battery
843,Huawei Watch 3 Pro ECG,25490,4.0,True,True,True,False,Bluetooth 5.1,True,1.43,True,2.0,16.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
844,Fire Boltt Wonder Smartwatch,1199,4.65,False,False,False,False,Bluetooth 5.0,True,1.8,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
845,Dizo Watch D Sharp,1599,4.45,False,False,False,False,Bluetooth 5.1,False,1.75,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,14days Battery
846,boAt Wave Call Smartwatch,999,4.05,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
847,Xiaomi Mibro X1 Sports Smartwatch,3999,4.75,False,False,False,False,Bluetooth 5.0,False,1.3,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,14days Battery
848,Nothing Wrist 1 Smartwatch,6499,4.3,False,True,False,False,Bluetooth 5.1,True,1.69,True,,,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,
849,Xiaomi Mibro A1 Smartwatch,3499,4.1,False,False,False,False,Bluetooth 5.0,False,1.28,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,10days Battery
850,Amazfit GTS 4 Smartwatch,15999,4.3,False,True,False,False,Bluetooth 5.0,True,1.75,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
851,Realme Watch 3,3499,4.4,False,False,False,False,Bluetooth 5.3,True,1.8,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
852,Fire Boltt Phoenix Smartwatch,1349,4.1,False,False,False,False,Bluetooth 5.0,True,1.3,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
853,Crossbeats Ignite Spectra Smartwatch,2999,4.55,False,True,False,False,Bluetooth 5.2,True,1.78,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
854,Noise NoiseFit Evolve 2 Play Smartwatch,1199,4.05,False,False,False,False,Bluetooth 5.0,False,1.2,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,7days Battery
855,Fastrack Reflex Play Smartwatch,3399,4.35,False,False,False,False,Bluetooth 5.0,True,1.3,True,,,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,
856,Noise ColorFit Pulse 2 Smartwatch,1199,4.2,False,False,False,False,Bluetooth 5.0,False,1.8,True,,,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,
857,Boult Cosmic Smartwatch,1199,4.25,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,10days Battery
858,Noise ColorFit Pulse Go Buzz Smartwatch,694,4.75,False,False,False,False,Bluetooth 5.1,False,1.7,True,,,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,
859,Syska Pluto Smartwatch,1799,4.0,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,10days Battery
860,Kospet Tank M1 Pro Smartwatch,3999,4.6,False,False,False,False,Bluetooth 5.0,False,1.72,True,,,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,10days Battery
861,Itel Smartwatch 1,1999,4.7,False,False,False,False,Bluetooth 5.0,True,1.72,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
862,Itel Smartwatch 1 ES,1999,4.25,False,False,False,False,Bluetooth 5.0,False,1.7,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,15days Battery
863,Xiaomi Kieslect KR Smartwatch,2999,4.7,False,False,False,False,Bluetooth 5.0,False,1.32,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,4days Battery
864,Maimo Watch R,2999,4.2,False,True,False,False,Bluetooth 5.0,True,1.3,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
865,Imilab W12 Smartwatch,3190,4.55,False,False,False,False,Bluetooth 5.0,False,1.32,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,15days Battery
866,Noise ColorFit Pulse 2 Buzz Smartwatch,2999,4.4,False,False,False,False,Bluetooth 5.1,False,1.69,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,15days Battery
867,Oppo Watch 3,19990,4.4,False,True,True,True,Bluetooth 5.0,True,1.75,True,1.0,32.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,
868,boAt Watch Xtend Pro Smartwatch,1899,4.05,False,False,False,False,Bluetooth 5.0,True,1.78,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
869,boAt Watch Storm Pro Smartwatch,1099,4.6,False,False,False,False,Bluetooth 5.2,False,1.78,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,7days Battery
870,Emmqura Ultra Pro Plus Smartwatch,413,4.5,False,False,False,False,Bluetooth,False,,True,,,False,False,False,True,False,True,False,True,True,False,False,True,False,False,True,2days Battery
871,Boult Drift Smartwatch,1099,4.0,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,
872,Noise ColorFit Pro 4 Max Smartwatch,1399,4.15,False,False,False,False,Bluetooth 5.3,True,1.8,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
873,Fire Boltt Visionary Smartwatch,2194,4.75,False,False,False,False,Bluetooth 5.0,True,1.78,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,5days Battery
874,Noise Champ 2 Smartwatch,1999,4.5,False,False,False,False,Bluetooth,False,1.4,True,,,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,7days Battery
875,pTron Pulsefit Pro Smartwatch,1999,4.0,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,7days Battery
876,Amazfit Bip 3 Pro Smartwatch,2999,4.4,False,True,False,False,Bluetooth 5.0,False,1.69,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,14days Battery
877,Noise ColorFit Vision 2 Smartwatch,1399,4.3,False,False,False,False,Bluetooth 5.1,False,1.78,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
878,Crossbeats Ignite Atlas Smartwatch,2699,4.3,False,True,False,False,Bluetooth 5.0,True,1.69,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
879,Noise ColorFit Caliber Buzz Smartwatch,1179,4.55,False,False,False,False,Bluetooth 5.3,True,1.69,True,,,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,
880,Maxima Max Pro Turbo Smartwatch,694,4.25,False,False,False,False,Bluetooth,True,1.69,True,,,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,
881,Wearfit Active Plus Call Smartwatch,2495,4.5,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,5days Battery
882,Crossbeats Orbit Styl Smartwatch,1499,4.5,False,False,False,False,Bluetooth 5.0,False,1.4,True,,,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,15days Battery
883,Zeblaze Thor 6 Smartwatch,24899,4.5,False,False,False,False,Bluetooth 5.0,True,1.6,True,4.0,,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.25days Battery
884,Samsung Galaxy Watch 4 Black Yak Edition 44mm,19990,4.6,True,True,True,False,Bluetooth 5.0,False,1.4,True,1.5,16.0,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
885,Titan Smart 2 Smartwatch,2994,4.5,False,False,False,False,Bluetooth,False,1.78,True,,,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,7days Battery
886,Zebronics Zeb-Drip Smartwatch,1350,4.35,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,
887,Amazfit Bip 3 Smartwatch,2400,4.3,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,
888,Ambrane Wise Roam Smartwatch,1499,4.3,False,False,False,False,Bluetooth,True,1.28,True,,,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,10days Battery
889,boAt Wave Connect Smartwatch,1299,4.1,False,False,False,False,Bluetooth 5.1,True,1.69,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
890,Dizo Watch D Smartwatch,1999,4.1,False,False,False,False,Bluetooth 5.1,False,1.8,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,14days Battery
891,TAGG Verve NEO Rohit Sharma Edition Smartwatch,2499,4.2,False,True,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,10days Battery
892,Fire Boltt Ninja Bell Smartwatch,1299,4.35,False,False,False,False,Bluetooth,True,1.69,True,,,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,
893,Ticwatch GTW eSIM Smartwatch,12450,4.55,False,False,False,False,Bluetooth,True,1.39,True,,,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,7days Battery
894,Fastrack Reflex Smartwatch,3597,4.35,False,False,False,False,Bluetooth,False,1.18,True,,,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,
895,Dizo Watch 2i Sports,1921,4.2,False,False,False,False,Bluetooth,False,1.69,True,,,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,20days Battery
896,Hammer Pulse 4.0 Smartwatch,1999,4.6,False,False,False,False,Bluetooth,True,1.28,True,,,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,8days Battery
897,Amazfit T-Rex 2 Smartwatch,15999,4.4,False,True,False,False,Bluetooth 5.0,False,1.39,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,24days Battery
898,French Connection F7 Smartwatch,2199,4.4,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,10days Battery
899,Syska Polar SW300 Smartwatch,3499,4.25,False,False,False,False,Bluetooth 5.0,False,1.32,True,,,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
900,Realme Techlife Watch SZ100 Smartwatch,2699,4.3,False,False,False,False,Bluetooth,True,1.69,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,12days Battery
901,Fire Boltt Tornado Smartwatch,1399,4.4,False,False,False,False,Bluetooth 5.0,True,1.72,True,,,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,
902,Noise Colorfit Pulse Buzz Smartwatch,1599,4.25,False,False,False,False,Bluetooth,True,1.69,True,,,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,
903,Fire Boltt Ninja 3 Smartwatch,1099,4.75,False,False,False,False,Bluetooth,False,1.69,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
904,Fire Boltt Talk 2 Smartwatch,1499,4.15,False,False,False,False,Bluetooth,True,1.28,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
905,Crossbeats Ignite S5 Smartwatch,2999,4.25,False,False,False,False,Bluetooth 5.3,True,1.96,True,,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,
906,boAt Watch Wave Neo Smartwatch,999,4.55,False,False,False,False,Bluetooth 5.1,False,1.69,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
907,Inbase Urban LYF M Smartwatch,694,4.35,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,
908,Ambrane Wise Eon Smartwatch,1499,4.7,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,
909,Maxima Max Pro X1 Smartwatch,1399,4.75,False,False,False,False,Bluetooth 5.0,False,1.4,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,9days Battery
910,Amazfit T-Rex Pro 2 Smartwatch,19999,4.75,False,True,False,False,Bluetooth 5.0,False,1.3,True,0.03125,,True,False,False,True,False,True,True,True,False,True,False,False,True,False,True,
911,Apple Watch SE 2nd Generation 40mm GPS,28900,4.7,True,True,False,False,Bluetooth 5.0,True,1.57,True,,32.0,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,
912,boAt Wave Fit Smartwatch,1199,4.15,True,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,True,False,True,False,True,True,True,True,True,False,False,True,True,True,
913,Fitbit Sense 2 Smartwatch,21599,4.35,True,True,False,False,Bluetooth 5.0,False,1.58,True,,,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,6days Battery
914,Fitbit Versa 4 Smartwatch,16799,4.7,True,True,True,False,Bluetooth 5.0,True,1.58,True,,,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,
915,Crossbeats Ignite LYT Smartwatch,1399,4.25,False,True,False,False,Bluetooth,False,1.69,True,,,False,False,False,True,True,True,True,True,False,True,False,False,True,True,True,15days Battery
916,boAt Watch Primia Smartwatch,1899,4.05,False,False,False,False,Bluetooth,True,1.39,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
917,Fcuk Fit Pro Smartwatch,7999,4.35,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,15days Battery
918,Poco Watch,3999,4.7,False,True,False,False,Bluetooth 5.0,False,1.6,True,,,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,
919,Wings Strive 200 Smartwatch,4999,4.4,False,False,False,False,Bluetooth 5.0,False,1.69,True,,,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,10days Battery
920,Wings Strive 100 Smartwatch,3999,4.1,False,False,False,False,Bluetooth 5.0,False,1.4,True,,,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,10days Battery
921,Samsung Galaxy Watch 5 Pro Bluetooth,24999,4.45,False,True,True,False,Bluetooth 5.2,True,1.4,True,,16.0,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,
922,Timex Fit 2.0 Smartwatch (Square),3716,4.5,False,False,False,False,Bluetooth,True,1.72,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
